월(Monthly),구분,시군구,LEVEL1,값,증감,증감율,구성비,누계,누계구성비
2015-01,서울,계,미분양현황,1497,1497,1497,0,0,0
2015-01,서울,종로구,미분양현황,211,211,211,0,0,0
2015-01,서울,중구,미분양현황,2,2,2,0,0,0
2015-01,서울,용산구,미분양현황,198,198,198,0,0,0
2015-01,서울,성동구,미분양현황,4,4,4,0,0,0
2015-01,서울,광진구,미분양현황,1,1,1,0,0,0
2015-01,서울,동대문구,미분양현황,0,0,0,0,0,0
2015-01,서울,중랑구,미분양현황,3,3,3,0,0,0
2015-01,서울,성북구,미분양현황,169,169,169,0,0,0
2015-01,서울,강북구,미분양현황,3,3,3,0,0,0
2015-01,서울,도봉구,미분양현황,0,0,0,0,0,0
2015-01,서울,노원구,미분양현황,5,5,5,0,0,0
2015-01,서울,은평구,미분양현황,2,2,2,0,0,0
2015-01,서울,서대문구,미분양현황,156,156,156,0,0,0
2015-01,서울,마포구,미분양현황,10,10,10,0,0,0
2015-01,서울,양천구,미분양현황,30,30,30,0,0,0
2015-01,서울,강서구,미분양현황,13,13,13,0,0,0
2015-01,서울,구로구,미분양현황,0,0,0,0,0,0
2015-01,서울,금천구,미분양현황,0,0,0,0,0,0
2015-01,서울,영등포구,미분양현황,8,8,8,0,0,0
2015-01,서울,동작구,미분양현황,0,0,0,0,0,0
2015-01,서울,관악구,미분양현황,0,0,0,0,0,0
2015-01,서울,서초구,미분양현황,17,17,17,0,0,0
2015-01,서울,강남구,미분양현황,12,12,12,0,0,0
2015-01,서울,송파구,미분양현황,0,0,0,0,0,0
2015-01,서울,강동구,미분양현황,653,653,653,0,0,0
2015-01,부산,계,미분양현황,1710,1710,1710,0,0,0
2015-01,부산,중구,미분양현황,7,7,7,0,0,0
2015-01,부산,서구,미분양현황,71,71,71,0,0,0
2015-01,부산,동구,미분양현황,0,0,0,0,0,0
2015-01,부산,영도구,미분양현황,19,19,19,0,0,0
2015-01,부산,부산진구,미분양현황,39,39,39,0,0,0
2015-01,부산,동래구,미분양현황,4,4,4,0,0,0
2015-01,부산,남구,미분양현황,74,74,74,0,0,0
2015-01,부산,북구,미분양현황,30,30,30,0,0,0
2015-01,부산,해운대구,미분양현황,322,322,322,0,0,0
2015-01,부산,사하구,미분양현황,134,134,134,0,0,0
2015-01,부산,금정구,미분양현황,71,71,71,0,0,0
2015-01,부산,강서구,미분양현황,471,471,471,0,0,0
2015-01,부산,연제구,미분양현황,31,31,31,0,0,0
2015-01,부산,수영구,미분양현황,0,0,0,0,0,0
2015-01,부산,사상구,미분양현황,338,338,338,0,0,0
2015-01,부산,기장군,미분양현황,99,99,99,0,0,0
2015-01,대구,계,미분양현황,857,857,857,0,0,0
2015-01,대구,중구,미분양현황,6,6,6,0,0,0
2015-01,대구,동구,미분양현황,0,0,0,0,0,0
2015-01,대구,서구,미분양현황,69,69,69,0,0,0
2015-01,대구,남구,미분양현황,0,0,0,0,0,0
2015-01,대구,북구,미분양현황,0,0,0,0,0,0
2015-01,대구,수성구,미분양현황,59,59,59,0,0,0
2015-01,대구,달서구,미분양현황,1,1,1,0,0,0
2015-01,대구,달성군,미분양현황,722,722,722,0,0,0
2015-01,인천,계,미분양현황,3257,3257,3257,0,0,0
2015-01,인천,중구,미분양현황,828,828,828,0,0,0
2015-01,인천,동구,미분양현황,0,0,0,0,0,0
2015-01,인천,남구,미분양현황,828,828,828,0,0,0
2015-01,인천,연수구,미분양현황,773,773,773,0,0,0
2015-01,인천,남동구,미분양현황,148,148,148,0,0,0
2015-01,인천,부평구,미분양현황,4,4,4,0,0,0
2015-01,인천,계양구,미분양현황,238,238,238,0,0,0
2015-01,인천,서구,미분양현황,421,421,421,0,0,0
2015-01,인천,강화군,미분양현황,17,17,17,0,0,0
2015-01,인천,옹진군,미분양현황,0,0,0,0,0,0
2015-01,광주,계,미분양현황,252,252,252,0,0,0
2015-01,광주,동구,미분양현황,25,25,25,0,0,0
2015-01,광주,서구,미분양현황,31,31,31,0,0,0
2015-01,광주,남구,미분양현황,68,68,68,0,0,0
2015-01,광주,북구,미분양현황,104,104,104,0,0,0
2015-01,광주,광산구,미분양현황,24,24,24,0,0,0
2015-01,대전,계,미분양현황,456,456,456,0,0,0
2015-01,대전,동구,미분양현황,0,0,0,0,0,0
2015-01,대전,중구,미분양현황,192,192,192,0,0,0
2015-01,대전,서구,미분양현황,48,48,48,0,0,0
2015-01,대전,유성구,미분양현황,126,126,126,0,0,0
2015-01,대전,대덕구,미분양현황,90,90,90,0,0,0
2015-01,울산,계,미분양현황,329,329,329,0,0,0
2015-01,울산,중구,미분양현황,121,121,121,0,0,0
2015-01,울산,남구,미분양현황,105,105,105,0,0,0
2015-01,울산,동구,미분양현황,5,5,5,0,0,0
2015-01,울산,북구,미분양현황,0,0,0,0,0,0
2015-01,울산,울주군,미분양현황,98,98,98,0,0,0
2015-01,경기,계,미분양현황,14201,14201,14201,0,0,0
2015-01,경기,수원시,미분양현황,605,605,605,0,0,0
2015-01,경기,성남시,미분양현황,43,43,43,0,0,0
2015-01,경기,의정부시,미분양현황,128,128,128,0,0,0
2015-01,경기,안양시,미분양현황,121,121,121,0,0,0
2015-01,경기,부천시,미분양현황,538,538,538,0,0,0
2015-01,경기,광명시,미분양현황,0,0,0,0,0,0
2015-01,경기,평택시,미분양현황,472,472,472,0,0,0
2015-01,경기,동두천시,미분양현황,475,475,475,0,0,0
2015-01,경기,안산시,미분양현황,38,38,38,0,0,0
2015-01,경기,고양시,미분양현황,1528,1528,1528,0,0,0
2015-01,경기,과천시,미분양현황,0,0,0,0,0,0
2015-01,경기,구리시,미분양현황,190,190,190,0,0,0
2015-01,경기,남양주시,미분양현황,841,841,841,0,0,0
2015-01,경기,오산시,미분양현황,425,425,425,0,0,0
2015-01,경기,시흥시,미분양현황,636,636,636,0,0,0
2015-01,경기,군포시,미분양현황,50,50,50,0,0,0
2015-01,경기,의왕시,미분양현황,502,502,502,0,0,0
2015-01,경기,하남시,미분양현황,302,302,302,0,0,0
2015-01,경기,용인시,미분양현황,3516,3516,3516,0,0,0
2015-01,경기,파주시,미분양현황,560,560,560,0,0,0
2015-01,경기,이천시,미분양현황,44,44,44,0,0,0
2015-01,경기,안성시,미분양현황,7,7,7,0,0,0
2015-01,경기,김포시,미분양현황,648,648,648,0,0,0
2015-01,경기,양주시,미분양현황,647,647,647,0,0,0
2015-01,경기,여주시,미분양현황,0,0,0,0,0,0
2015-01,경기,화성시,미분양현황,898,898,898,0,0,0
2015-01,경기,광주시,미분양현황,153,153,153,0,0,0
2015-01,경기,연천군,미분양현황,0,0,0,0,0,0
2015-01,경기,포천시,미분양현황,0,0,0,0,0,0
2015-01,경기,가평군,미분양현황,159,159,159,0,0,0
2015-01,경기,양평군,미분양현황,675,675,675,0,0,0
2015-01,강원,계,미분양현황,2930,2930,2930,0,0,0
2015-01,강원,춘천시,미분양현황,396,396,396,0,0,0
2015-01,강원,원주시,미분양현황,1470,1470,1470,0,0,0
2015-01,강원,강릉시,미분양현황,304,304,304,0,0,0
2015-01,강원,동해시,미분양현황,124,124,124,0,0,0
2015-01,강원,태백시,미분양현황,58,58,58,0,0,0
2015-01,강원,속초시,미분양현황,84,84,84,0,0,0
2015-01,강원,삼척시,미분양현황,65,65,65,0,0,0
2015-01,강원,홍천군,미분양현황,33,33,33,0,0,0
2015-01,강원,횡성군,미분양현황,0,0,0,0,0,0
2015-01,강원,영월군,미분양현황,26,26,26,0,0,0
2015-01,강원,평창군,미분양현황,207,207,207,0,0,0
2015-01,강원,정선군,미분양현황,0,0,0,0,0,0
2015-01,강원,철원군,미분양현황,5,5,5,0,0,0
2015-01,강원,화천군,미분양현황,0,0,0,0,0,0
2015-01,강원,양구군,미분양현황,79,79,79,0,0,0
2015-01,강원,인제군,미분양현황,10,10,10,0,0,0
2015-01,강원,고성군,미분양현황,69,69,69,0,0,0
2015-01,강원,양양군,미분양현황,0,0,0,0,0,0
2015-01,충북,계,미분양현황,842,842,842,0,0,0
2015-01,충북,청주시,미분양현황,43,43,43,0,0,0
2015-01,충북,괴산군,미분양현황,0,0,0,0,0,0
2015-01,충북,단양군,미분양현황,,,,0,0,0
2015-01,충북,보은군,미분양현황,0,0,0,0,0,0
2015-01,충북,영동군,미분양현황,0,0,0,0,0,0
2015-01,충북,옥천군,미분양현황,0,0,0,0,0,0
2015-01,충북,음성군,미분양현황,152,152,152,0,0,0
2015-01,충북,제천시,미분양현황,408,408,408,0,0,0
2015-01,충북,증평군,미분양현황,0,0,0,0,0,0
2015-01,충북,진천군,미분양현황,189,189,189,0,0,0
2015-01,충북,청원군,미분양현황,,,,0,0,0
2015-01,충북,충주시,미분양현황,50,50,50,0,0,0
2015-01,충남,계,미분양현황,2199,2199,2199,0,0,0
2015-01,충남,천안시,미분양현황,464,464,464,0,0,0
2015-01,충남,공주시,미분양현황,0,0,0,0,0,0
2015-01,충남,보령시,미분양현황,0,0,0,0,0,0
2015-01,충남,아산시,미분양현황,196,196,196,0,0,0
2015-01,충남,서산시,미분양현황,538,538,538,0,0,0
2015-01,충남,논산시,미분양현황,12,12,12,0,0,0
2015-01,충남,계룡시,미분양현황,65,65,65,0,0,0
2015-01,충남,당진시,미분양현황,353,353,353,0,0,0
2015-01,충남,금산군,미분양현황,0,0,0,0,0,0
2015-01,충남,부여군,미분양현황,0,0,0,0,0,0
2015-01,충남,서천군,미분양현황,49,49,49,0,0,0
2015-01,충남,청양군,미분양현황,0,0,0,0,0,0
2015-01,충남,홍성군,미분양현황,433,433,433,0,0,0
2015-01,충남,예산군,미분양현황,89,89,89,0,0,0
2015-01,충남,태안군,미분양현황,0,0,0,0,0,0
2015-01,세종,계,미분양현황,295,295,295,0,0,0
2015-01,세종,세종시,미분양현황,295,295,295,0,0,0
2015-01,전북,계,미분양현황,824,824,824,0,0,0
2015-01,전북,전주시,미분양현황,112,112,112,0,0,0
2015-01,전북,군산시,미분양현황,101,101,101,0,0,0
2015-01,전북,익산시,미분양현황,130,130,130,0,0,0
2015-01,전북,정읍시,미분양현황,89,89,89,0,0,0
2015-01,전북,남원시,미분양현황,58,58,58,0,0,0
2015-01,전북,김제시,미분양현황,326,326,326,0,0,0
2015-01,전북,완주군,미분양현황,0,0,0,0,0,0
2015-01,전북,진안군,미분양현황,0,0,0,0,0,0
2015-01,전북,무주군,미분양현황,0,0,0,0,0,0
2015-01,전북,장수군,미분양현황,0,0,0,0,0,0
2015-01,전북,임실군,미분양현황,8,8,8,0,0,0
2015-01,전북,순창군,미분양현황,0,0,0,0,0,0
2015-01,전북,고창군,미분양현황,0,0,0,0,0,0
2015-01,전북,부안군,미분양현황,0,0,0,0,0,0
2015-01,전남,계,미분양현황,2006,2006,2006,0,0,0
2015-01,전남,목포시,미분양현황,405,405,405,0,0,0
2015-01,전남,여수시,미분양현황,381,381,381,0,0,0
2015-01,전남,순천시,미분양현황,319,319,319,0,0,0
2015-01,전남,나주시,미분양현황,22,22,22,0,0,0
2015-01,전남,광양시,미분양현황,821,821,821,0,0,0
2015-01,전남,담양군,미분양현황,0,0,0,0,0,0
2015-01,전남,곡성군,미분양현황,0,0,0,0,0,0
2015-01,전남,구례군,미분양현황,0,0,0,0,0,0
2015-01,전남,고흥군,미분양현황,0,0,0,0,0,0
2015-01,전남,보성군,미분양현황,0,0,0,0,0,0
2015-01,전남,화순군,미분양현황,0,0,0,0,0,0
2015-01,전남,장흥군,미분양현황,0,0,0,0,0,0
2015-01,전남,강진군,미분양현황,0,0,0,0,0,0
2015-01,전남,해남군,미분양현황,0,0,0,0,0,0
2015-01,전남,영암군,미분양현황,0,0,0,0,0,0
2015-01,전남,무안군,미분양현황,58,58,58,0,0,0
2015-01,전남,함평군,미분양현황,0,0,0,0,0,0
2015-01,전남,영광군,미분양현황,0,0,0,0,0,0
2015-01,전남,장성군,미분양현황,0,0,0,0,0,0
2015-01,전남,완도군,미분양현황,0,0,0,0,0,0
2015-01,전남,진도군,미분양현황,0,0,0,0,0,0
2015-01,전남,신안군,미분양현황,0,0,0,0,0,0
2015-01,경북,계,미분양현황,2024,2024,2024,0,0,0
2015-01,경북,포항시,미분양현황,343,343,343,0,0,0
2015-01,경북,경주시,미분양현황,72,72,72,0,0,0
2015-01,경북,김천시,미분양현황,362,362,362,0,0,0
2015-01,경북,안동시,미분양현황,12,12,12,0,0,0
2015-01,경북,구미시,미분양현황,903,903,903,0,0,0
2015-01,경북,영주시,미분양현황,5,5,5,0,0,0
2015-01,경북,영천시,미분양현황,0,0,0,0,0,0
2015-01,경북,상주시,미분양현황,0,0,0,0,0,0
2015-01,경북,문경시,미분양현황,0,0,0,0,0,0
2015-01,경북,경산시,미분양현황,0,0,0,0,0,0
2015-01,경북,군위군,미분양현황,0,0,0,0,0,0
2015-01,경북,의성군,미분양현황,52,52,52,0,0,0
2015-01,경북,청송군,미분양현황,0,0,0,0,0,0
2015-01,경북,영양군,미분양현황,0,0,0,0,0,0
2015-01,경북,영덕군,미분양현황,0,0,0,0,0,0
2015-01,경북,청도군,미분양현황,17,17,17,0,0,0
2015-01,경북,고령군,미분양현황,0,0,0,0,0,0
2015-01,경북,성주군,미분양현황,0,0,0,0,0,0
2015-01,경북,칠곡군,미분양현황,208,208,208,0,0,0
2015-01,경북,예천군,미분양현황,34,34,34,0,0,0
2015-01,경북,봉화군,미분양현황,0,0,0,0,0,0
2015-01,경북,울진군,미분양현황,16,16,16,0,0,0
2015-01,경북,울릉군,미분양현황,0,0,0,0,0,0
2015-01,경남,계,미분양현황,3138,3138,3138,0,0,0
2015-01,경남,창원시,미분양현황,555,555,555,0,0,0
2015-01,경남,진주시,미분양현황,395,395,395,0,0,0
2015-01,경남,통영시,미분양현황,428,428,428,0,0,0
2015-01,경남,사천시,미분양현황,260,260,260,0,0,0
2015-01,경남,김해시,미분양현황,692,692,692,0,0,0
2015-01,경남,밀양시,미분양현황,3,3,3,0,0,0
2015-01,경남,거제시,미분양현황,3,3,3,0,0,0
2015-01,경남,양산시,미분양현황,215,215,215,0,0,0
2015-01,경남,의령군,미분양현황,16,16,16,0,0,0
2015-01,경남,함안군,미분양현황,27,27,27,0,0,0
2015-01,경남,창녕군,미분양현황,20,20,20,0,0,0
2015-01,경남,고성군,미분양현황,0,0,0,0,0,0
2015-01,경남,남해군,미분양현황,0,0,0,0,0,0
2015-01,경남,하동군,미분양현황,0,0,0,0,0,0
2015-01,경남,산청군,미분양현황,167,167,167,0,0,0
2015-01,경남,함양군,미분양현황,2,2,2,0,0,0
2015-01,경남,거창군,미분양현황,331,331,331,0,0,0
2015-01,경남,합천군,미분양현황,24,24,24,0,0,0
2015-01,제주,계,미분양현황,168,168,168,0,0,0
2015-01,제주,제주시,미분양현황,125,125,125,0,0,0
2015-01,제주,서귀포시,미분양현황,43,43,43,0,0,0
2013-01,서울,계,미분양현황,3415,3415,3415,0,0,0
2013-01,서울,종로구,미분양현황,27,27,27,0,0,0
2013-01,서울,중구,미분양현황,51,51,51,0,0,0
2013-01,서울,용산구,미분양현황,83,83,83,0,0,0
2013-01,서울,성동구,미분양현황,265,265,265,0,0,0
2013-01,서울,광진구,미분양현황,26,26,26,0,0,0
2013-01,서울,동대문구,미분양현황,26,26,26,0,0,0
2013-01,서울,중랑구,미분양현황,69,69,69,0,0,0
2013-01,서울,성북구,미분양현황,292,292,292,0,0,0
2013-01,서울,강북구,미분양현황,63,63,63,0,0,0
2013-01,서울,도봉구,미분양현황,0,0,0,0,0,0
2013-01,서울,노원구,미분양현황,7,7,7,0,0,0
2013-01,서울,은평구,미분양현황,195,195,195,0,0,0
2013-01,서울,서대문구,미분양현황,88,88,88,0,0,0
2013-01,서울,마포구,미분양현황,666,666,666,0,0,0
2013-01,서울,양천구,미분양현황,85,85,85,0,0,0
2013-01,서울,강서구,미분양현황,57,57,57,0,0,0
2013-01,서울,구로구,미분양현황,477,477,477,0,0,0
2013-01,서울,금천구,미분양현황,0,0,0,0,0,0
2013-01,서울,영등포구,미분양현황,256,256,256,0,0,0
2013-01,서울,동작구,미분양현황,214,214,214,0,0,0
2013-01,서울,관악구,미분양현황,0,0,0,0,0,0
2013-01,서울,서초구,미분양현황,80,80,80,0,0,0
2013-01,서울,강남구,미분양현황,7,7,7,0,0,0
2013-01,서울,송파구,미분양현황,60,60,60,0,0,0
2013-01,서울,강동구,미분양현황,321,321,321,0,0,0
2013-01,부산,계,미분양현황,6985,6985,6985,0,0,0
2013-01,부산,중구,미분양현황,0,0,0,0,0,0
2013-01,부산,서구,미분양현황,2,2,2,0,0,0
2013-01,부산,동구,미분양현황,0,0,0,0,0,0
2013-01,부산,영도구,미분양현황,158,158,158,0,0,0
2013-01,부산,부산진구,미분양현황,293,293,293,0,0,0
2013-01,부산,동래구,미분양현황,38,38,38,0,0,0
2013-01,부산,남구,미분양현황,0,0,0,0,0,0
2013-01,부산,북구,미분양현황,1367,1367,1367,0,0,0
2013-01,부산,해운대구,미분양현황,380,380,380,0,0,0
2013-01,부산,사하구,미분양현황,116,116,116,0,0,0
2013-01,부산,금정구,미분양현황,179,179,179,0,0,0
2013-01,부산,강서구,미분양현황,2410,2410,2410,0,0,0
2013-01,부산,연제구,미분양현황,92,92,92,0,0,0
2013-01,부산,수영구,미분양현황,178,178,178,0,0,0
2013-01,부산,사상구,미분양현황,77,77,77,0,0,0
2013-01,부산,기장군,미분양현황,1695,1695,1695,0,0,0
2013-01,대구,계,미분양현황,2898,2898,2898,0,0,0
2013-01,대구,중구,미분양현황,412,412,412,0,0,0
2013-01,대구,동구,미분양현황,132,132,132,0,0,0
2013-01,대구,서구,미분양현황,348,348,348,0,0,0
2013-01,대구,남구,미분양현황,0,0,0,0,0,0
2013-01,대구,북구,미분양현황,97,97,97,0,0,0
2013-01,대구,수성구,미분양현황,1239,1239,1239,0,0,0
2013-01,대구,달서구,미분양현황,548,548,548,0,0,0
2013-01,대구,달성군,미분양현황,122,122,122,0,0,0
2013-01,인천,계,미분양현황,4637,4637,4637,0,0,0
2013-01,인천,중구,미분양현황,1122,1122,1122,0,0,0
2013-01,인천,동구,미분양현황,0,0,0,0,0,0
2013-01,인천,남구,미분양현황,724,724,724,0,0,0
2013-01,인천,연수구,미분양현황,1501,1501,1501,0,0,0
2013-01,인천,남동구,미분양현황,293,293,293,0,0,0
2013-01,인천,부평구,미분양현황,56,56,56,0,0,0
2013-01,인천,계양구,미분양현황,241,241,241,0,0,0
2013-01,인천,서구,미분양현황,649,649,649,0,0,0
2013-01,인천,강화군,미분양현황,51,51,51,0,0,0
2013-01,인천,옹진군,미분양현황,0,0,0,0,0,0
2013-01,광주,계,미분양현황,3369,3369,3369,0,0,0
2013-01,광주,동구,미분양현황,2,2,2,0,0,0
2013-01,광주,서구,미분양현황,542,542,542,0,0,0
2013-01,광주,남구,미분양현황,606,606,606,0,0,0
2013-01,광주,북구,미분양현황,1756,1756,1756,0,0,0
2013-01,광주,광산구,미분양현황,463,463,463,0,0,0
2013-01,대전,계,미분양현황,1404,1404,1404,0,0,0
2013-01,대전,동구,미분양현황,1,1,1,0,0,0
2013-01,대전,중구,미분양현황,123,123,123,0,0,0
2013-01,대전,서구,미분양현황,237,237,237,0,0,0
2013-01,대전,유성구,미분양현황,725,725,725,0,0,0
2013-01,대전,대덕구,미분양현황,318,318,318,0,0,0
2013-01,울산,계,미분양현황,3245,3245,3245,0,0,0
2013-01,울산,중구,미분양현황,803,803,803,0,0,0
2013-01,울산,남구,미분양현황,1514,1514,1514,0,0,0
2013-01,울산,동구,미분양현황,90,90,90,0,0,0
2013-01,울산,북구,미분양현황,563,563,563,0,0,0
2013-01,울산,울주군,미분양현황,275,275,275,0,0,0
2013-01,경기,계,미분양현황,25732,25732,25732,0,0,0
2013-01,경기,수원시,미분양현황,1091,1091,1091,0,0,0
2013-01,경기,성남시,미분양현황,145,145,145,0,0,0
2013-01,경기,의정부시,미분양현황,0,0,0,0,0,0
2013-01,경기,안양시,미분양현황,10,10,10,0,0,0
2013-01,경기,부천시,미분양현황,871,871,871,0,0,0
2013-01,경기,광명시,미분양현황,3,3,3,0,0,0
2013-01,경기,평택시,미분양현황,555,555,555,0,0,0
2013-01,경기,동두천시,미분양현황,0,0,0,0,0,0
2013-01,경기,안산시,미분양현황,130,130,130,0,0,0
2013-01,경기,고양시,미분양현황,2925,2925,2925,0,0,0
2013-01,경기,과천시,미분양현황,0,0,0,0,0,0
2013-01,경기,구리시,미분양현황,105,105,105,0,0,0
2013-01,경기,남양주시,미분양현황,1544,1544,1544,0,0,0
2013-01,경기,오산시,미분양현황,159,159,159,0,0,0
2013-01,경기,시흥시,미분양현황,516,516,516,0,0,0
2013-01,경기,군포시,미분양현황,140,140,140,0,0,0
2013-01,경기,의왕시,미분양현황,502,502,502,0,0,0
2013-01,경기,하남시,미분양현황,133,133,133,0,0,0
2013-01,경기,용인시,미분양현황,6556,6556,6556,0,0,0
2013-01,경기,파주시,미분양현황,2489,2489,2489,0,0,0
2013-01,경기,이천시,미분양현황,460,460,460,0,0,0
2013-01,경기,안성시,미분양현황,8,8,8,0,0,0
2013-01,경기,김포시,미분양현황,3459,3459,3459,0,0,0
2013-01,경기,양주시,미분양현황,239,239,239,0,0,0
2013-01,경기,여주군,미분양현황,0,0,0,0,0,0
2013-01,경기,화성시,미분양현황,3094,3094,3094,0,0,0
2013-01,경기,광주시,미분양현황,248,248,248,0,0,0
2013-01,경기,연천군,미분양현황,0,0,0,0,0,0
2013-01,경기,포천시,미분양현황,0,0,0,0,0,0
2013-01,경기,가평군,미분양현황,289,289,289,0,0,0
2013-01,경기,양평군,미분양현황,61,61,61,0,0,0
2013-01,강원,계,미분양현황,4159,4159,4159,0,0,0
2013-01,강원,춘천시,미분양현황,961,961,961,0,0,0
2013-01,강원,원주시,미분양현황,936,936,936,0,0,0
2013-01,강원,강릉시,미분양현황,534,534,534,0,0,0
2013-01,강원,동해시,미분양현황,651,651,651,0,0,0
2013-01,강원,태백시,미분양현황,122,122,122,0,0,0
2013-01,강원,속초시,미분양현황,200,200,200,0,0,0
2013-01,강원,삼척시,미분양현황,0,0,0,0,0,0
2013-01,강원,홍천군,미분양현황,41,41,41,0,0,0
2013-01,강원,횡성군,미분양현황,0,0,0,0,0,0
2013-01,강원,영월군,미분양현황,94,94,94,0,0,0
2013-01,강원,평창군,미분양현황,372,372,372,0,0,0
2013-01,강원,정선군,미분양현황,0,0,0,0,0,0
2013-01,강원,철원군,미분양현황,73,73,73,0,0,0
2013-01,강원,화천군,미분양현황,0,0,0,0,0,0
2013-01,강원,양구군,미분양현황,90,90,90,0,0,0
2013-01,강원,인제군,미분양현황,0,0,0,0,0,0
2013-01,강원,고성군,미분양현황,84,84,84,0,0,0
2013-01,강원,양양군,미분양현황,1,1,1,0,0,0
2013-01,충북,계,미분양현황,504,504,504,0,0,0
2013-01,충북,청주시,미분양현황,166,166,166,0,0,0
2013-01,충북,충주시,미분양현황,17,17,17,0,0,0
2013-01,충북,제천시,미분양현황,0,0,0,0,0,0
2013-01,충북,청원군,미분양현황,81,81,81,0,0,0
2013-01,충북,보은군,미분양현황,0,0,0,0,0,0
2013-01,충북,옥천군,미분양현황,0,0,0,0,0,0
2013-01,충북,영동군,미분양현황,0,0,0,0,0,0
2013-01,충북,증평군,미분양현황,0,0,0,0,0,0
2013-01,충북,진천군,미분양현황,44,44,44,0,0,0
2013-01,충북,괴산군,미분양현황,0,0,0,0,0,0
2013-01,충북,음성군,미분양현황,196,196,196,0,0,0
2013-01,충북,단양군,미분양현황,0,0,0,0,0,0
2013-01,충남,계,미분양현황,2691,2691,2691,0,0,0
2013-01,충남,천안시,미분양현황,1114,1114,1114,0,0,0
2013-01,충남,공주시,미분양현황,14,14,14,0,0,0
2013-01,충남,보령시,미분양현황,93,93,93,0,0,0
2013-01,충남,아산시,미분양현황,560,560,560,0,0,0
2013-01,충남,서산시,미분양현황,145,145,145,0,0,0
2013-01,충남,논산시,미분양현황,11,11,11,0,0,0
2013-01,충남,계룡시,미분양현황,80,80,80,0,0,0
2013-01,충남,금산군,미분양현황,0,0,0,0,0,0
2013-01,충남,연기군,미분양현황,0,0,0,0,0,0
2013-01,충남,부여군,미분양현황,0,0,0,0,0,0
2013-01,충남,서천군,미분양현황,84,84,84,0,0,0
2013-01,충남,청양군,미분양현황,0,0,0,0,0,0
2013-01,충남,홍성군,미분양현황,0,0,0,0,0,0
2013-01,충남,예산군,미분양현황,89,89,89,0,0,0
2013-01,충남,태안군,미분양현황,156,156,156,0,0,0
2013-01,충남,당진시,미분양현황,345,345,345,0,0,0
2013-01,세종,계,미분양현황,0,0,0,0,0,0
2013-01,세종,조치원읍,미분양현황,0,0,0,0,0,0
2013-01,전북,계,미분양현황,443,443,443,0,0,0
2013-01,전북,전주시,미분양현황,83,83,83,0,0,0
2013-01,전북,군산시,미분양현황,0,0,0,0,0,0
2013-01,전북,익산시,미분양현황,0,0,0,0,0,0
2013-01,전북,정읍시,미분양현황,0,0,0,0,0,0
2013-01,전북,남원시,미분양현황,32,32,32,0,0,0
2013-01,전북,김제시,미분양현황,198,198,198,0,0,0
2013-01,전북,완주군,미분양현황,67,67,67,0,0,0
2013-01,전북,진안군,미분양현황,0,0,0,0,0,0
2013-01,전북,무주군,미분양현황,0,0,0,0,0,0
2013-01,전북,장수군,미분양현황,0,0,0,0,0,0
2013-01,전북,임실군,미분양현황,40,40,40,0,0,0
2013-01,전북,순창군,미분양현황,23,23,23,0,0,0
2013-01,전북,고창군,미분양현황,0,0,0,0,0,0
2013-01,전북,부안군,미분양현황,0,0,0,0,0,0
2013-01,전남,계,미분양현황,2348,2348,2348,0,0,0
2013-01,전남,목포시,미분양현황,1042,1042,1042,0,0,0
2013-01,전남,여수시,미분양현황,6,6,6,0,0,0
2013-01,전남,순천시,미분양현황,708,708,708,0,0,0
2013-01,전남,나주시,미분양현황,0,0,0,0,0,0
2013-01,전남,광양시,미분양현황,434,434,434,0,0,0
2013-01,전남,담양군,미분양현황,0,0,0,0,0,0
2013-01,전남,곡성군,미분양현황,0,0,0,0,0,0
2013-01,전남,구례군,미분양현황,0,0,0,0,0,0
2013-01,전남,고흥군,미분양현황,0,0,0,0,0,0
2013-01,전남,보성군,미분양현황,0,0,0,0,0,0
2013-01,전남,화순군,미분양현황,0,0,0,0,0,0
2013-01,전남,장흥군,미분양현황,0,0,0,0,0,0
2013-01,전남,강진군,미분양현황,0,0,0,0,0,0
2013-01,전남,해남군,미분양현황,0,0,0,0,0,0
2013-01,전남,영암군,미분양현황,0,0,0,0,0,0
2013-01,전남,무안군,미분양현황,158,158,158,0,0,0
2013-01,전남,함평군,미분양현황,0,0,0,0,0,0
2013-01,전남,영광군,미분양현황,0,0,0,0,0,0
2013-01,전남,장성군,미분양현황,0,0,0,0,0,0
2013-01,전남,완도군,미분양현황,0,0,0,0,0,0
2013-01,전남,진도군,미분양현황,0,0,0,0,0,0
2013-01,전남,신안군,미분양현황,0,0,0,0,0,0
2013-01,경북,계,미분양현황,3096,3096,3096,0,0,0
2013-01,경북,포항시,미분양현황,1047,1047,1047,0,0,0
2013-01,경북,경주시,미분양현황,112,112,112,0,0,0
2013-01,경북,김천시,미분양현황,560,560,560,0,0,0
2013-01,경북,안동시,미분양현황,472,472,472,0,0,0
2013-01,경북,구미시,미분양현황,452,452,452,0,0,0
2013-01,경북,영주시,미분양현황,0,0,0,0,0,0
2013-01,경북,영천시,미분양현황,9,9,9,0,0,0
2013-01,경북,상주시,미분양현황,0,0,0,0,0,0
2013-01,경북,문경시,미분양현황,225,225,225,0,0,0
2013-01,경북,경산시,미분양현황,18,18,18,0,0,0
2013-01,경북,군위군,미분양현황,0,0,0,0,0,0
2013-01,경북,의성군,미분양현황,0,0,0,0,0,0
