,CODE_HEAT,SUBWAY_STATION,SUBWAY_LINE,DISPOSAL_TYPE,CODE_ECON,KAPTD_CCCNT,WELFARE_FACILITY,KAPT_BCOMPANY,KAPT_USEDATE,KAPTD_WTIMEBUS,KAPTD_WTIMESUB,CODE_HALL,CODE_SALE,EDUCATION_FACILITY,KAPT_CODE
0,지역난방,오목교,5호선,분무식,단일계약,44,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",현대건설,1997-07-16,5분이내,5분이내,복도식,임대,초등학교(서정) 중학교(목운) 고등학교(진명여고),A15870102
0,개별난방,목동,5호선,분무식,종합계약,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",현대산업개발,2003-06-28,5~10분이내,5~10분이내,계단식,분양,"초등학교(정목, 영도) 중학교(신목) 고등학교(강서)",A15805102
0,지역난방,"오목교, 신목동",5호선,기구부착식,종합계약,30,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",현대건설,2003-07-21,5분이내,5~10분이내,혼합식,분양,"초등학교(양화, 정목, 월촌) 중학교(신목,목운) 고등학교(양정, 한광)",A15805114
0,지역난방,오목교,5호선,분무식,종합계약,149,"관리사무소, 주민공동시설, 자전거보관소",현대건설(주),2006-11-30,5분이내,5분이내,계단식,분양,"초등학교(목동, 서정) 중학교(목동, 목운) 고등학교(진명여고, 신목, 대일)",A15805111
0,개별난방,-,5호선,"도포식,분무식,독이식",단일계약,11,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",금하건설,2008-01-01,5~10분이내,20분초과,계단식,분양,-,A15878601
0,개별난방,"신정네거리, 신정","2호선, 5호선",분무식,단일계약,36,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",벽산건설(주),2003-12-16,5분이내,20분초과,계단식,분양,"초등학교(강서, 신남) 중학교(강신) 고등학교(양천, 백암, 금옥)",A15809603
0,개별난방,"신정네거리, 신정","2호선, 5호선","도포식,분무식",종합계약,70,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",롯데건설,2008-06-27,5분이내,15~20분이내,계단식,임대+분양,"초등학교(강서, 신강) 중학교(강신)",A15809502
0,개별난방,"신정네거리, 신정","2호선, 5호선","분무식,기구부착식",단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",한성강서재건축조합,2004-06-25,5분이내,15~20분이내,혼합식,분양,"초등학교(강서, 신남) 중학교(강신) 고등학교()",A15809201
0,개별난방,"신정, 신정네거리","2호선, 5호선",분무식,종합계약,27,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",보람건설(주),2005-03-19,5~10분이내,20분초과,계단식,분양,"초등학교(강서, 신강)",A15809401
0,개별난방,"신정, 신정네거리","2호선, 5호선",도포식,단일계약,34,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)삼호,2001-10-26,5분이내,15~20분이내,계단식,분양,"초등학교(양강, 강서, 신강) 중학교(양강, 신남)",A15883803
0,개별난방,"신정네거리, 신정","2호선, 5호선",분무식,단일계약,16,"관리사무소, 노인정, 어린이놀이터",대방건설,2003-09-24,5분이내,20분초과,계단식,분양,"초등학교(강서, 신남) 중학교(강신)",A15809001
0,개별난방,"신정네거리, 신정","2호선, 5호선",분무식,단일계약,51,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)대성산업,2004-12-16,5분이내,15~20분이내,계단식,분양,"초등학교(강서, 신강) 중학교(강신)",A15809403
0,개별난방,"신정네거리, 신정","2호선, 5호선",분무식,단일계약,27,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대주건설(주),2004-07-31,5분이내,10~15분이내,계단식,분양,"초등학교(강서, 신남) 중학교(강신) 고등학교()",A15809601
0,개별난방,"신정네거리, 신정","2호선, 5호선",-,종합계약,53,"관리사무소, 어린이놀이터, 유치원, 자전거보관소",한강연립재건축조합,2005-12-28,5분이내,15~20분이내,계단식,분양,"초등학교(강서, 신강) 중학교(강신)",A15809402
0,개별난방,"신정d역, 신정네거리,까치산역","2호선, 5호선",분무식,단일계약,26,"관리사무소, 어린이놀이터, 커뮤니티공간, 자전거보관소",삼익건설,1985-05-29,5분이내,10~15분이내,복도식,분양,초등학교(양강) 중학교(양강),A15883702
0,개별난방,-,5호선,"분무식,독이식",종합계약,24,"관리사무소, 노인정, 어린이놀이터",성원건설,1996-12-20,5분이내,10~15분이내,복도식,분양,-,A15883101
0,개별난방,화곡,5호선,도포식,종합계약,50,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",sk건설(주),2009-03-25,5분이내,15~20분이내,계단식,분양,"초등학교(강신) 중학교(신월) 고등학교(화곡,광영)",A15882201
0,지역난방,"신정네거리, 신정","2호선, 5호선","도포식,독이식",단일계약,70,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",서울도시개발공사,1988-04-30,5분이내,20분초과,복도식,분양,"초등학교(강월, 강서) 중학교(강신) 고등학교(백암)",A15884703
0,개별난방,신정네거리,2호선,"분무식,기구부착식",단일계약,20,"관리사무소, 노인정, 어린이놀이터",신안건설산업(주),1985-12-07,5~10분이내,10~15분이내,복도식,분양,"초등학교(양강, 강서) 중학교(강신, 신남)",A15884202
0,개별난방,"신정, 신정네거리","2호선, 5호선, 7호선","분무식,독이식",단일계약,16,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",신안건설산업(주),1987-12-31,5~10분이내,20분초과,계단식,분양,"초등학교(강월) 중학교(양천) 고등학교(양천,백암,금옥)",A15809702
0,개별난방,-,5호선,-,단일계약,100,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",두산건설,2012-11-26,5분이내,10~15분이내,혼합식,임대+분양,"초등학교(양강) 중학교(양강, 신남)",A15883401
0,개별난방,-,2호선,분무식,단일계약,212,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",롯데건설(주),2014-02-07,5~10분이내,15~20분이내,혼합식,임대+분양,중학교(),A15883402
0,개별난방,-,"2호선, 5호선",독이식,종합계약,70,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",롯데건설,2010-10-14,5분이내,10~15분이내,계단식,분양,"초등학교(강서, 신강ㅇ) 중학교(양강)",A15883202
0,개별난방,"신정네거리, 신정","2호선, 5호선","도포식,분무식",종합계약,96,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",벽산건설(주),2006-09-15,5~10분이내,20분초과,계단식,분양,"초등학교(강서, 신강) 중학교(신남, 양강) 고등학교(백안, 금옥여고, 신서)",A15883201
0,개별난방,-,9호선,"도포식,분무식,독이식",종합계약,170,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",대림산업,2019-03-11,5분이내,5~10분이내,혼합식,임대+분양,중학교(),A10025600
0,개별난방,"등촌, 염창",9호선,"도포식,분무식,기구부착식,기구설치식,독이식",단일계약,104,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",(주)현대건설,2005-06-28,5분이내,5~10분이내,계단식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15704023
0,개별난방,증미역,9호선,분무식,종합계약,59,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",(주)쌍용건설,2014-06-11,5분이내,5~10분이내,계단식,분양,초등학교() 중학교() 고등학교(),A10027541
0,개별난방,염창/등촌,9호선,"도포식,분무식,독이식",단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",삼성건설(주),1994-02-22,5분이내,5~10분이내,혼합식,분양,"초등학교( 염동) 중학교(염경, 염창) 고등학교(세현고등학교 경복여자고등학교 마포고등학교 )",A15786104
0,개별난방,-,9호선,"도포식,분무식,독이식",단일계약,46,"관리사무소, 노인정",삼정건설,2001-05-31,5분이내,5분이내,계단식,분양,"초등학교(염창, 염동,염경) 중학교(염경, 염창)",A15786408
0,개별난방,"등촌, 염창",9호선,분무식,종합계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",일신건영(주),2004-11-19,5분이내,5~10분이내,계단식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15704002
0,개별난방,둥촌,9호선,"도포식,분무식",단일계약,74,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",보람건설(주),2008-01-10,5분이내,5분이내,계단식,임대+분양,"초등학교(염창, 염동, 염경) 중학교(염창, 염경)",A15704007
0,개별난방,등촌,9호선,"분무식,독이식",종합계약,33,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",한화건설,2006-04-27,5~10분이내,5분이내,계단식,분양,초등학교(염동초등학교) 중학교(염창중학교),A15704001
0,개별난방,"등촌, 염창",9호선,분무식,단일계약,56,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",성원건설,2001-06-30,5분이내,5~10분이내,복도식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15704017
0,개별난방,"등촌,증미",9호선,"분무식,독이식",종합계약,87,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",월드건설산업(주),2010-03-30,5~10분이내,5~10분이내,계단식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창)",A15776001
0,개별난방,등촌,9호선,"도포식,분무식",단일계약,81,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",한솔건설,2005-09-23,5~10분이내,5~10분이내,계단식,분양,"초등학교(염창, 염동, 영겸) 중학교(염경, 염창)",A15704025
0,개별난방,등촌,9호선,분무식,단일계약,69,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)삼성건설,1997-08-01,5분이내,5분이내,계단식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창 )",A15786321
0,개별난방,염창,9호선,도포식,단일계약,47,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",극동건설,2000-05-27,5분이내,5~10분이내,혼합식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창)",A15786111
0,개별난방,염창,9호선,"도포식,분무식,독이식",종합계약,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",극동건설,1999-10-27,5분이내,5분이내,혼합식,분양,"초등학교(염창, 염동,염경) 중학교(염경, 염창)",A15786312
0,개별난방,"등촌,증미",9호선,도포식,종합계약,64,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",금호건설,1999-04-02,5~10분이내,5~10분이내,계단식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창)",A15786116
0,개별난방,"등촌, 염창",9호선,도포식,단일계약,120,"관리사무소, 노인정, 어린이놀이터",동아건설,1998-06-29,5분이내,5~10분이내,혼합식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15704028
0,개별난방,염창,9호선,"도포식,분무식,기구부착식,독이식",단일계약,78,"관리사무소, 노인정, 보육시설, 어린이놀이터",동아건설,1999-01-18,5~10분이내,5~10분이내,혼합식,분양,"초등학교(염동, 염창, 염경) 중학교(염경, 염창)",A15786227
0,개별난방,등촌,9호선,"도포식,분무식",종합계약,65,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",롯데건설,2005-03-28,5분이내,5분이내,계단식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창 )",A15704015
0,개별난방,염창,2호선,"분무식,독이식",단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",무학건설,1999-03-31,5~10분이내,5~10분이내,혼합식,분양,"초등학교(염동, 염창, 염경) 중학교(염경, 염창)",A15786213
0,개별난방,"등촌, 염창",9호선,"도포식,분무식",단일계약,40,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",벽산건설(주),1998-11-05,5분이내,5~10분이내,혼합식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창) 고등학교(세현)",A15704009
0,개별난방,"등촌, 염창",9호선,"도포식,분무식",단일계약,64,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",신동아건설,1995-12-13,5분이내,5~10분이내,혼합식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15786420
0,개별난방,-,9호선,도포식,종합계약,84,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",우성건설,1990-11-09,5분이내,5~10분이내,혼합식,분양,초등학교() 중학교(),A15785919
0,개별난방,"증미, 등촌, 염창역",9호선,"도포식,분무식,독이식",단일계약,33,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",우성건설(주),1992-05-20,5분이내,5~10분이내,혼합식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15786405
0,개별난방,등촌,9호선,"도포식,분무식,독이식",종합계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",우성건설(주),1993-01-15,5분이내,5분이내,계단식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창 )",A15704006
0,개별난방,"등촌, 염창",9호선,분무식,종합계약,48,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",월드건설(주),2004-07-01,5분이내,5~10분이내,계단식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15704003
0,개별난방,등촌,9호선,도포식,단일계약,74,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",태영건설(주),1999-11-11,5분이내,5분이내,혼합식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창 )",A15786314
0,개별난방,염창,9호선,"도포식,분무식",단일계약,68,"관리사무소, 노인정, 커뮤니티공간",태진건설,1994-10-05,5~10분이내,5~10분이내,혼합식,분양,"초등학교(염동, 염창, 염경) 중학교(염경, 염창)",A15786222
0,개별난방,"등촌, 염창",9호선,-,단일계약,30,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",동아건설산업(주),1998-07-21,5분이내,5~10분이내,혼합식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15786510
0,개별난방,염창,9호선,분무식,단일계약,51,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",삼성물산건설부문,1995-07-08,5~10분이내,5~10분이내,혼합식,분양,"초등학교(염창, 염동, 염경) 중학교(염경, 염창)",A15786118
0,개별난방,염창,9호선,"도포식,분무식",종합계약,112,"관리사무소, 노인정, 주민공동시설, 자전거보관소",한화건설,2005-04-01,5분이내,5분이내,계단식,분양,"초등학교(염창, 염동,염경) 중학교(염경, 염창)",A15786424
0,개별난방,"등촌, 염창",9호선,분무식,단일계약,98,"관리사무소, 노인정, 어린이놀이터",현대산업개발,1994-04-21,5분이내,5~10분이내,계단식,분양,"초등학교(염창, 염경, 염동) 중학교(염경, 염창)",A15786426
0,지역난방,양천향교,"5호선, 9호선","도포식,분무식",단일계약,61,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소","진로건설,대백종합건설",1994-11-04,5분이내,10~15분이내,복도식,영구임대,초등학교(등양초등학교) 중학교(등명중학교) 고등학교(등촌고등학교),A15703313
0,지역난방,양천향교,"5호선, 9호선",도포식,단일계약,78,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",LH공사,1995-10-10,5분이내,5~10분이내,복도식,분양,초등학교(등명초등학교) 중학교(등명중학교) 고등학교(등촌고등학교),A15703308
0,지역난방,발산,"5호선, 9호선",도포식,기타,32,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",주택공사,1994-11-04,5분이내,5~10분이내,복도식,분양,"초등학교(등원초등학교) 중학교(등원중학교) 고등학교(마포고,경복여고)",A15703301
0,개별난방,등촌,9호선,-,종합계약,289,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",현대산업개발,2004-01-07,5분이내,5~10분이내,계단식,분양,초등학교(등촌초등학교) 중학교(백석중학교) 고등학교(영일고등학교),A15703204
0,개별난방,중미,9호선,도포식,종합계약,44,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",(주)대동,2000-07-27,5분이내,5분이내,혼합식,분양,초등학교(백석초등학교) 중학교(경서중학교),A15703002
0,개별난방,중미,9호선,"도포식,분무식,기구설치식,독이식",종합계약,60,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터",(주)대동,2003-10-30,5분이내,5분이내,계단식,분양,초등학교(백석초등학교) 중학교(등촌중학교),A15703005
0,개별난방,등촌,9호선,도포식,단일계약,96,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",(주)삼호,2002-05-18,5분이내,10~15분이내,계단식,분양,"초등학교(등마초등학교) 중학교(백석중학교) 고등학교(영일고등학교,대일고등학교)",A15783703
0,지역난방,가양,"5호선, 9호선",분무식,종합계약,150,"관리사무소, 노인정, 어린이놀이터, 유치원",대림산업(주),1995-07-13,5분이내,5~10분이내,계단식,분양,초등학교(등현초등학교) 중학교(등명중학교) 고등학교(등촌고등학교),A15703307
0,지역난방,가양,9호선,"도포식,분무식",종합계약,61,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",동성개발,1995-11-27,5분이내,10~15분이내,계단식,분양,초등학교(등양초등학교) 중학교(등명중학교) 고등학교(등촌고등학교),A15703302
0,지역난방,가양,9호선,"도포식,분무식,독이식",종합계약,50,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",라인건설,1997-10-29,5분이내,5분이내,혼합식,분양,초등학교(백석초등학교) 중학교(등촌중학교) 고등학교(마포고등학교),A15783806
0,지역난방,발산,5호선,"도포식,분무식,기구부착식,기구설치식,독이식",단일계약,80,"관리사무소, 노인정, 어린이놀이터, 휴게시설",미주실업(주)진로건설(주),1994-10-29,5분이내,10~15분이내,계단식,분양,"초등학교(등원초등학교) 중학교(등원중학교) 고등학교(마포고,경복여고)",A15703303
0,지역난방,가양,9호선,"도포식,독이식",단일계약,78,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",동광주택(주),1994-12-07,5분이내,5~10분이내,복도식,분양,초등학교(등양초등학교) 중학교(등명중학교) 고등학교(등촌고등학교),A15703004
0,개별난방,중미,9호선,"도포식,분무식,독이식",단일계약,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",삼성중공업,1997-12-17,5분이내,5분이내,혼합식,분양,초등학교(백석초등학교) 중학교(등촌중학교),A15783905
0,지역난방,중미,9호선,도포식,단일계약,76,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",서광건설,1999-04-01,5~10분이내,5분이내,계단식,분양,"초등학교(백석초등학교) 중학교(등촌중학교,마포중학교) 고등학교(마포고등학교)",A15784008
0,개별난방,등촌,9호선,분무식,단일계약,32,"노인정, 어린이놀이터",임광토건,2000-05-12,5분이내,10~15분이내,혼합식,분양,초등학교(등마초등학교) 중학교(백석중학교) 고등학교(대일고등학교),A15783701
0,지역난방,발산,"5호선, 9호선","도포식,분무식,기구부착식",단일계약,54,"관리사무소, 노인정, 자전거보관소",거성건설,1995-10-10,5분이내,5~10분이내,복도식,분양,"초등학교(등원초등학교) 중학교(등원중학교) 고등학교(마포고,경복여고)",A15703306
0,지역난방,가양,9호선,분무식,종합계약,57,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",백일건설,2004-10-04,5분이내,5~10분이내,복도식,임대,"초등학교(등원초등학교) 중학교(등원중학교) 고등학교(마포고,경복여고)",A15703318
0,지역난방,양천향교,5호선,"분무식,독이식",기타,36,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",신태진건설,1995-06-05,5분이내,5~10분이내,복도식,분양,초등학교(등양초등학교) 중학교(등명중학교) 고등학교(등촌고등학교),A15703304
0,지역난방,발산,5호선,-,기타,63,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",lh,1995-05-20,5~10분이내,10~15분이내,복도식,임대,초등학교(등명초등학교) 중학교(등명중학교) 고등학교(등촌고등학교),A15776414
0,지역난방,발산,"5호선, 9호선","분무식,기구부착식",단일계약,89,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대한주택공사,1995-10-10,5분이내,5~10분이내,복도식,분양,"초등학교(등현초등학교, 등명초등학교) 중학교(등명중학교) 고등학교(등촌고등학교)",A15703309
0,지역난방,"발산역, 가양역","5호선, 9호선",분무식,기타,47,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대한주택공사,1995-10-10,5~10분이내,10~15분이내,복도식,임대,"초등학교(등원초등학교) 중학교(등원중학교) 고등학교(마포고,경복여고)",A15776617
0,지역난방,발산,"5호선, 9호선",분무식,단일계약,47,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",한국토지주택공사,1994-11-04,5분이내,5~10분이내,복도식,임대,"초등학교(등원초등학교) 중학교(등원중학교) 고등학교(마포고,경복여고)",A15776715
0,지역난방,가양,9호선,분무식,단일계약,52,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",LH,1994-11-04,5분이내,5~10분이내,복도식,임대,"초등학교(등원초등학교) 중학교(등원중학교) 고등학교(마포고,경복여고)",A15776916
0,개별난방,중미,9호선,"분무식,독이식",단일계약,36,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",코오롱건설,1999-06-14,5~10분이내,5분이내,혼합식,분양,-,A15784003
0,개별난방,중미,9호선,"도포식,분무식",단일계약,32,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",태영건설(주),1998-06-25,5분이내,5분이내,혼합식,분양,초등학교(백석초등학교) 중학교(등촌중학교),A15783902
0,개별난방,등촌,9호선,"분무식,독이식",기타,44,"관리사무소, 노인정, 어린이놀이터",태진건설,1995-09-15,5~10분이내,5~10분이내,혼합식,분양,초등학교(백석초등학교) 중학교(등촌중학교) 고등학교(영일고등학교),A15784402
0,개별난방,가양,9호선,"도포식,분무식",종합계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",현대건설,1995-07-13,5분이내,5~10분이내,계단식,분양,초등학교(백석초등학교) 중학교(등촌중학교) 고등학교(경복여자정보산업고등학교),A15784201
0,개별난방,등촌,9호선,분무식,단일계약,35,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",코오롱글로벌(주),2003-11-19,5분이내,5~10분이내,혼합식,분양,초등학교(백석초등학교) 중학교(등촌중학교),A15703001
0,개별난방,등촌,9호선,"도포식,분무식,기구부착식,독이식",종합계약,48,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",삼성중공업(주),1999-06-29,5분이내,5분이내,계단식,분양,초등학교(백석초등학교) 중학교(등촌중학교),A15783907
0,지역난방,우장산역,5호선,-,종합계약,294,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",현대건설,2015-08-19,5분이내,5분이내,계단식,분양,-,A15701007
0,개별난방,-,-,분무식,단일계약,47,-,롯데기공,2004-08-06,5~10분이내,20분초과,계단식,분양,초등학교(우장) 중학교(동원) 고등학교(마포),A15701601
0,개별난방,발산역,"5호선, 9호선","분무식,독이식",종합계약,251,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",롯데건설(주),2003-09-06,5분이내,10~15분이내,계단식,분양,"초등학교(우장초,유석초.등원초) 중학교(마포중,등원중) 고등학교(마포고,경복여고) 대학교(그리스도대학)",A15701602
0,지역난방,우장산,5호선,분무식,단일계약,627,-,"현대산업개발, 대림산업",2008-01-08,5분이내,5분이내,계단식,분양,"초등학교(내발산) 중학교(화곡) 고등학교(화곡,명덕)",A15701003
0,개별난방,"화곡,우장산",5호선,"분무식,독이식",단일계약,68,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소", ,2006-10-26,5~10분이내,5~10분이내,계단식,분양,초등학교(우장) 중학교(화곡) 고등학교(화곡) 대학교(한국폴리텍대학 서울강서캠퍼스),A15701002
0,개별난방,가양역,"5호선, 9호선","분무식,독이식",단일계약,55,"관리사무소, 노인정, 자전거보관소",한화건설,2004-11-30,5분이내,5~10분이내,계단식,분양,초등학교(우장) 중학교(동원) 고등학교(마포) 대학교(한국폴리텍대학 강서캠퍼스),A15701004
0,개별난방,"화곡역, 증미역","5호선, 9호선",분무식,단일계약,29,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",보람건설,2004-11-01,5분이내,15~20분이내,계단식,분양,초등학교(등서) 중학교(동원) 고등학교(마포),A15770101
0,개별난방,까치산,"2호선, 5호선","도포식,분무식",단일계약,60,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대림산업(주),1992-08-31,5~10분이내,10~15분이내,계단식,분양,초등학교(월정) 중학교(화원),A15788302
0,개별난방,까치산,"2호선, 5호선","분무식,기구부착식",종합계약,32,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설",(주)라이프,1987-05-02,5~10분이내,10~15분이내,혼합식,분양,"초등학교(화일,신곡) 중학교(화원) 고등학교(한광)",A15788901
0,개별난방,까치산,"2호선, 5호선","도포식,기구부착식",단일계약,37,관리사무소,유림건설,2004-09-16,5~10분이내,5~10분이내,복도식,분양,"초등학교(월정, 신강) 중학교(화원) 고등학교(한광고)",A15791001
0,개별난방,까치산,"2호선, 5호선",분무식,단일계약,26,"관리사무소, 노인정, 어린이놀이터",중앙건설,1988-12-12,5분이내,5~10분이내,복도식,분양,"초등학교(신정) 중학교(화원) 고등학교(신정여자상업, 한광 )",A15788203
0,지역난방,"화곡,우장산",5호선,"도포식,분무식,독이식",단일계약,64,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간",동원건설,1998-11-16,5~10분이내,5~10분이내,혼합식,분양,"초등학교(신월,발산) 중학교(화곡) 고등학교(화곡,명덕)",A15770801
0,지역난방,"방화, 가양","5호선, 9호선",분무식,종합계약,575,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",대우건설,2002-10-31,5~10분이내,15~20분이내,계단식,분양,"초등학교(등서) 중학교(등촌) 고등학교(경복여고, 경복비지니스고) 대학교(한국폴리텍,그리스도신학)",A15792602
0,지역난방,양천향교,9호선,-,단일계약,80,"관리사무소, 보육시설, 어린이놀이터, 유치원",성지건설,1992-11-18,5분이내,5분이내,복도식,분양,초등학교(탑산초등학교) 중학교(성재중학교) 고등학교(동양고등학교),A15780605
0,지역난방,가양,9호선,"분무식,독이식",종합계약,82,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",신일건업(주),1992-12-02,5분이내,5~10분이내,복도식,분양,초등학교(유석초등학교) 중학교(강서중학교) 고등학교(세현고등학교),A15780704
0,지역난방,가양,9호선,-,기타,157,"관리사무소, 노인정",SH공사,1992-11-30,5분이내,5분이내,복도식,임대,초등학교(유석초등학교) 중학교(강서중학교) 고등학교(세현고등학교),A15780705
0,지역난방,가양,9호선,도포식,기타,118,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소","대주건설, 건영",1992-11-30,5분이내,5분이내,복도식,영구임대,초등학교(유석초등학교) 중학교(강서중학교) 고등학교(세현고등학교),A15780806
0,지역난방,가양역,9호선,분무식,단일계약,68,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",남광토건(주),1992-11-18,5분이내,10~15분이내,복도식,분양,초등학교(공진초등학교) 중학교(경서중학교) 고등학교(세현고등학교),A15780905
0,지역난방,가양,9호선,"도포식,분무식",단일계약,71,"관리사무소, 노인정, 보육시설, 어린이놀이터",신화건설 외,1992-07-05,5분이내,10~15분이내,복도식,임대,초등학교(공진초등학교) 중학교(성재중학교) 고등학교(영등포공업고등학교),A15774708
